product_id,title,url,last_checked,last_price,currency,availability,image_url
6a8bdd2c,"Moulinex Epic Turbo Cuisine CE7548 Autocuiseur électrique 1090 W 10 programmes automatiques panier vapeur, Métal, Noir",https://www.amazon.fr/Moulinex-CE7548-Autocuiseur-%C3%A9lectrique-automatiques/dp/B09C92DN83/?_encoding=UTF8&pd_rd_w=VOChz&content-id=amzn1.sym.d37102d9-8167-4b94-875b-e83e36424ae4%3Aamzn1.symc.36bd837a-d66d-47d1-8457-ffe9a9f3ddab&pf_rd_p=d37102d9-8167-4b94-875b-e83e36424ae4&pf_rd_r=VQKHPAWNZBGW4Z3VY5SX&pd_rd_wg=3mVjM&pd_rd_r=da6cb1dc-fee1-4673-b39d-a30669106f9d&ref_=pd_hp_d_btf_ci_mcx_mr_hp_atf_m,2025-06-14 13:38:52,119.31,€,En stock,https://m.media-amazon.com/images/I/61nmTB8oG1L.__AC_SX300_SY300_QL70_ML2_.jpg
01ce2c88,Samsung Galaxy A06 4GB+64GB [Version Internationale] (Noir),https://www.amazon.fr/Samsung-Galaxy-64GB-Version-Internationale/dp/B0DDKLRFVV/,2025-06-19 17:12:30,89.9,€,En stock,"https://m.media-amazon.com/images/I/71OVNSFWVLL._UF350,350_QL50_.jpg"
